"x"	"y"	"z"	"dist"
357	137.67	231	0
357.33	60.67	231	3.01809542592675
357	63.67	231	0
358.67	49.33	231	4.0160801784825
361.67	52	231	0
334.67	106.67	234	3.89301939373543
331.33	108.67	234	0
343.67	103.67	234	4.00943886348202
346.67	106.33	234	0
360	35.67	234	3.79415339700439
359	39.33	234	0
352	39.67	234	2.68039176241086
351.67	42.33	234	0
171.33	146.67	236	4.7401371288181
175	143.67	236	0
333.67	91.67	236	4.0160801784825
336.67	89	236	0
337.33	82	236	3.80468132699707
339.67	79	236	0
269	193.33	236	3.16227766016838
272	192.33	236	0
36	166	146	7.51783213433236
34.33	173.33	146	0
35.67	147.67	146	4.02299639572299
34	151.33	146	0
31.33	160	146	3.76888577699032
28.67	162.67	146	0
39.33	136	146	5.73566038046188
44	139.33	146	0
27.67	153.67	148	3.54369863278469
25	156	148	0
31	183.33	148	2.10924156985396
30.33	185.33	148	0
24	147.67	151	4.02299639572299
22.33	151.33	151	0
23	202.67	160	3.01809542592675
23.33	205.67	160	0
58.67	141.67	160	3.79415339700442
59.67	145.33	160	0
46	177.67	160	4.48206425656751
49	181	160	0
43.33	202.33	167	4.7401371288181
40.33	206	167	0
69	171	167	3.16227766016838
68	174	167	0
65.33	181.67	167	4.12310562561766
64.33	185.67	167	0
35	180	167	4.01608017848249
38	182.67	167	0
63.67	208	178	5.52047099439894
61.33	213	178	0
34.33	204	179	4.01608017848249
31.33	206.67	179	0
19	143	186	4.80925150101344
21.67	147	186	0
43	113	212	3.54369863278468
40.67	115.67	212	0
27.67	237.33	212	4.71640753116181
28.33	242	212	0
22.67	197	215	2.35467619854622
22.33	199.33	215	0
60	222.67	229	3.80468132699703
63	220.33	229	0
73.67	215.67	229	4.24264068711928
76.67	212.67	229	0
56.67	142.67	233	4.05408436024708
57.33	146.67	233	0
67.67	148	233	2.35325306756414
68	150.33	233	0
61.33	218.33	240	2.59915370842128
63.33	216.67	240	0
79	200	242	2.68287159588379
77.67	202.33	242	0
26.33	168.67	251	2.86085651510174
24	170.33	251	0
28.33	171.67	251	3.32800240384528
25.67	173.67	251	0
43.33	213.33	255	3.90356247548312
42	217	255	0
46	214.67	268	4.33461647669087
47.67	218.67	268	0
165	351	210	4.7401371288181
168.67	348	210	0
63.67	405.33	210	6.29003179642203
69	408.67	210	0
126.67	334	213	4.17958131874475
128.67	337.67	213	0
59.67	414	213	2.68287159588377
62	415.33	213	0
89.67	441	213	2.33
92	441	213	0
103	440.33	213	3.33600059952033
105.67	438.33	213	0
157	396.33	213	4.53921799432461
158.33	400.67	213	0
131.33	406.67	213	4.38152941334414
132	411	213	0
128	422.67	213	3.07174217668084
131	423.33	213	0
115.33	440.67	216	2.59915370842124
113.33	442.33	216	0
164.67	367	216	3.88444333206187
162.67	370.33	216	0
79.33	287.67	216	3.01920519342426
79.67	290.67	216	0
21	434.33	216	4.77586641354217
20	439	216	0
151.33	436.33	220	5
151.33	441.33	220	0
112.67	438.33	220	4.93063890383388
108.33	440.67	220	0
88.67	382.33	220	2.841760018017
91.33	381.33	220	0
102.67	357	220	5.75750814154875
101.67	362.67	220	0
69.67	386.67	220	5.55057654663009
65	389.67	220	0
145.67	445	220	3.4334967598645
142.67	446.67	220	0
51.33	441	220	4.80925150101345
55.33	443.67	220	0
78.33	369.33	220	2.23606797749979
76.33	370.33	220	0
154.67	359	223	1.66000000000003
156.33	359	223	0
153	348.33	223	3.68571566998866
149.33	348.67	223	0
128.33	385.67	223	3.34631140212621
128	389	223	0
154	402.67	223	4.62913598849721
156.33	406.67	223	0
70.33	286	223	2.23606797749979
71.33	288	223	0
115.33	295.33	223	4.03209622901043
117	299	223	0
127.67	373	226	2.75036361232476
128.33	375.67	226	0
153.67	358.33	226	3.76888577699036
156.33	361	226	0
141	410.67	228	5.26772246801213
138	415	228	0
62.67	375.67	228	5.55057654663009
58	378.67	228	0
112	438.67	228	2.13490046606392
110.33	440	228	0
115	427	228	2.02704218012354
115.33	429	228	0
76	386.33	228	2.10924156985396
76.67	388.33	228	0
97.33	401.33	228	3.72081980214037
94	399.67	228	0
157.33	381.33	228	4.01608017848251
160.33	384	228	0
57.33	418	228	7.32560577699893
63.67	414.33	228	0
128.67	412.67	232	5.20469979921991
124.67	416	232	0
109	429	232	4.01608017848251
112	431.67	232	0
115.67	426.67	232	4.7079188608131
115	431.33	232	0
99	360.33	232	3.60555127546399
101	363.33	232	0
5	356.33	232	4.39141207358183
5.67	360.67	232	0
71.33	389.33	232	4.0557243496076
75.33	390	232	0
147.33	380.67	232	4.92183908717054
149.67	385	232	0
83.33	379	232	4.17958131874475
85.33	382.67	232	0
89	379.33	232	3.4334967598645
90.67	382.33	232	0
83	370	232	3.60555127546399
80	368	232	0
53	300	236	3.725291934869
49.67	301.67	236	0
48.67	401	236	2.42167297544485
49.33	403.33	236	0
149.67	383.67	236	3.33000000000001
153	383.67	236	0
97.33	372.67	236	3.72081980214035
98	376.33	236	0
98.67	344	239	3.9069809316146
97.33	347.67	239	0
6	369	239	2.42441745580251
6.67	371.33	239	0
15.67	369.33	239	4.24264068711928
12.67	372.33	239	0
108	400.33	239	2.60555176498185
110	402	239	0
135	345.67	239	4.76608854302978
134	350.33	239	0
104	415.33	241	4.39141207358183
103.33	419.67	241	0
93.67	357.33	241	2.60555176498185
95.67	359	241	0
152	384.67	241	2.85112258592996
154.67	385.67	241	0
50	294.33	244	3.90356247548315
51.33	298	244	0
81.33	387	247	3.80380073084804
82.33	390.67	247	0
101.67	426.67	247	2.34759451353931
103.33	428.33	247	0
90.33	392.33	250	4.67000000000002
90.33	397	250	0
86.67	395	250	3.76888577699034
89.33	397.67	250	0
118	441.67	250	4.6291359884972
120.33	445.67	250	0
63	401	252	4.12310562561766
67	402	252	0
42.67	310.67	252	4.44397344726539
41.67	315	252	0
50.67	334.67	252	4.34255685052019
51	339	252	0
128.67	416	254	4.01608017848249
126	419	254	0
34.33	412.33	254	5.09901951359278
35.33	417.33	254	0
45	399.67	257	3.2951176003293
47.33	402	257	0
118.67	411.33	257	3.80380073084804
119.67	415	257	0
35.33	411.33	259	5.75750814154875
36.33	417	259	0
57	388.67	259	3.79415339700437
56	392.33	259	0
49.33	392.33	259	2.69651627104309
50.67	394.67	259	0
111.33	417.33	259	4.01442399355125
111.67	421.33	259	0
71	389	261	3.54369863278467
68.33	391.33	261	0
61.33	352.67	262	5.817026731931
59	358	262	0
44	333.67	262	3.6748469355879
43.67	337.33	262	0
46.67	344.67	262	2.97397041007469
48	347.33	262	0
36.33	409.33	262	3.89301939373543
38.33	412.67	262	0
77	351.67	262	3.2951176003293
74.67	354	262	0
160.67	213.33	148	7.69920775145078
160	221	148	0
151.67	180.67	148	3.58949857222426
150.33	184	148	0
178.67	221.67	148	3.58949857222426
177.33	225	148	0
164.33	244	154	3.07065139669095
166.33	241.67	154	0
168	215.33	157	4.62913598849721
165.67	219.33	157	0
124.67	203.67	159	3.32800240384531
126.67	206.33	159	0
204.33	218.33	159	4.02796474661832
202.67	222	159	0
182	216	159	4.91709263691464
184.33	220.33	159	0
148	250.67	159	3.32800240384531
150	253.33	159	0
188.33	197.33	165	2.98291803440858
187	200	165	0
203.67	176.67	165	4.94683737351455
205.33	181.33	165	0
129.33	206.33	169	3.77595021153615
132	209	169	0
192.33	253.67	172	3.73423352242462
195.67	252	172	0
206.67	221.67	177	3.01920519342425
206.33	224.67	177	0
188.67	178.33	180	5.7414719367075
184	181.67	180	0
168	243.67	184	4.12310562561766
167	247.67	184	0
165	119.33	188	3.14925387988964
167.67	121	188	0
142.67	230.67	188	4.5245110233041
145.33	234.33	188	0
238.33	229	195	5.8309518948453
243.33	226	195	0
236	235.67	213	4.47213595499958
240	233.67	213	0
217	153	219	3.29511760032933
219.33	155.33	219	0
131.33	137.67	235	4.33461647669087
133	141.67	235	0
107.33	200	235	3.07390630956768
108	203	235	0
109.67	216	235	4.02299639572296
113.33	217.67	235	0
118.33	220.67	235	3.79415339700442
119.33	224.33	235	0
117	235.33	235	3.40653783187562
116.33	238.67	235	0
140.67	228	240	4.24264068711928
137.67	231	240	0
143.67	248	243	4.34255685052022
148	248.33	243	0
219.33	149.67	255	6.54658689700214
221	156	255	0
153.67	200	264	4.02299639572299
157.33	201.67	264	0
158.67	230	264	4.48206425656751
162	227	264	0
150	227	269	3.66999999999999
150	230.67	269	0
169.33	168.33	272	3.72887382462855
168.67	172	272	0
155	215.33	275	6.14889420953068
159.67	219.33	275	0
360.67	269.67	154	3.80468132699707
358.33	272.67	154	0
345.33	248.33	154	5.75750814154873
344.33	254	154	0
330.33	268	154	4.47213595499958
332.33	272	154	0
379.67	299	157	6.36535937712866
379	305.33	157	0
292.67	256	157	3.54369863278468
290	258.33	157	0
344	248.33	157	4.03209622901041
342.33	252	157	0
279.67	253	163	5.34083326832058
279.33	258.33	163	0
337.33	323	163	6.22539958556878
335.67	329	163	0
312	288.33	169	5.37938658213
316.67	291	169	0
389.33	297.33	172	2.54472002389264
390.33	299.67	172	0
371	236	174	4.26823148388184
368.33	239.33	174	0
380.33	242.33	174	2.40185345098321
379	244.33	174	0
286	240.33	179	3.07390630956768
285.33	243.33	179	0
393.67	249.33	179	2.75036361232472
394.33	252	179	0
270.33	273.67	206	2.87480434116832
272	271.33	206	0
309.67	330	206	3.16227766016838
312.67	331	206	0
274.33	224.67	208	5.89840656448843
272.67	230.33	208	0
384.33	236	213	5.68370477769564
388.67	232.33	213	0
407.33	264	216	5.49343244247163
406	269.33	216	0
324	302.67	216	4.52965782372133
322.67	307	216	0
424	257	216	3.32999999999998
424	260.33	216	0
418	255.67	216	4.64088353656932
419.67	260	216	0
296.67	189.33	219	3.07824625395693
294.67	191.67	219	0
254.33	255.67	225	4.01608017848251
257	258.67	225	0
250.67	255.67	225	2.86900679678523
248.33	257.33	225	0
384.67	316.33	225	4.17958131874475
381	318.33	225	0
304	318	227	5.46239874048021
299.67	321.33	227	0
256	275.67	233	5.09901951359278
255	280.67	233	0
333.33	237	235	3.88444333206189
331.33	240.33	235	0
294.67	226.33	239	5.09553726313525
292	230.67	239	0
361.67	196	239	4.71781729192644
357	196.67	239	0
370	319	239	3
373	319	239	0
339.67	212.67	239	3.32800240384531
337.67	215.33	239	0
325	257	239	5.70944830960052
330.67	256.33	239	0
273.67	230.33	244	5.21003838757449
278.33	228	244	0
304.33	245	249	2.85112258592999
307	246	249	0
288.67	273	249	5.66823605718746
286	278	249	0
293.33	253	249	3.73423352242467
296.67	254.67	249	0
304.33	324.67	254	4.21531730715494
303	328.67	254	0
326.67	293.67	256	3.58949857222426
325.33	297	256	0
309	202.67	258	4.67166993697117
308.67	207.33	258	0
368	248.33	258	5.74147193670752
372.67	251.67	258	0
362.67	251	258	3.66999999999999
362.67	254.67	258	0
314.67	250	258	5.42852650357352
311	254	258	0
316	246.33	258	4.47213595499958
312	244.33	258	0
295	252.67	258	4.76608854302981
296	257.33	258	0
347.67	252.33	261	5.68370477769563
344	256.67	261	0
318.67	217.67	264	3.01920519342426
318.33	220.67	264	0
355.67	283.67	267	4.53260410801561
352	286.33	267	0
348.33	291	267	5.42852650357352
352	295	267	0
318.33	322	270	5.20469979921992
315	326	270	0
348	222.67	273	5.90122868562135
346.33	228.33	273	0
342.67	249	275	6.87346346465888
338.33	254.33	275	0
345	233	275	4.12310562561766
344	237	275	0
326.67	237.67	275	4.64088353656932
325	242	275	0
324	249	275	5.42299732620256
325	254.33	275	0
347.33	223	275	4.12310562561766
346.33	227	275	0
367.67	290.67	275	4.009438863482
364.67	293.33	275	0
334.33	302.67	275	3.89416229759363
330.67	304	275	0
313.33	302.67	275	2.68039176241083
310.67	303	275	0
360.33	281.67	279	2.12708721024782
359	283.33	279	0
347.67	235.33	279	2.32999999999998
350	235.33	279	0
471.33	332.67	177	4.009438863482
468.33	335.33	177	0
460.67	333.33	177	5.90216909279972
456.67	337.67	177	0
455	350	180	4.71781729192644
450.33	349.33	180	0
464.33	344.67	180	2.59915370842124
462.67	346.67	180	0
450.33	367	180	4.02796474661832
448.67	370.67	180	0
466.67	376.67	183	5.20469979921992
462.67	380	183	0
443.67	354	186	2.86667054263304
442	356.33	186	0
464.67	358	190	4.71640753116184
461.33	361.33	190	0
446.67	398	190	2.75036361232475
447.33	400.67	190	0
468.33	393.67	192	3.89416229759363
464.67	395	192	0
432.33	395	192	3.88444333206187
434.33	398.33	192	0
447.67	317	199	6.26720033188666
445	322.67	199	0
452.33	431.33	202	5.67959505598772
452	437	202	0
422	370.33	202	4.01608017848251
419.33	373.33	202	0
455.67	380	204	3.77595021153619
453	382.67	204	0
457	388	204	2.85112258592999
454.33	389	204	0
459	391	204	3.60555127546399
457	394	204	0
472.67	357	204	3.47690954728476
471.67	360.33	204	0
477.33	344.67	204	3.88444333206187
475.33	348	204	0
457.33	325.67	210	3.59506606337077
460.67	327	210	0
425	396.67	210	5.42299732620253
426	402	210	0
431	408.67	210	3.54369863278468
428.33	411	210	0
454	423.67	210	6.3685006084635
449.33	428	210	0
438	391.67	210	4.34715999245485
441.67	394	210	0
450.67	410.33	215	4.35252800105873
447	412.67	215	0
436	399.67	218	4.64088353656929
434.33	404	218	0
427.67	418.33	220	6.41474083654205
424.67	424	220	0
434.33	405	220	5.93165238361115
429.67	408.67	220	0
417	336.67	229	5.66961197966842
417.33	342.33	229	0
417	364.67	229	3.14396246796936
414.33	366.33	229	0
412	358.33	234	5.5505765466301
407.33	361.33	234	0
419.33	351	235	6.41474083654205
422.33	356.67	235	0
428.67	320	235	4.24264068711928
425.67	323	235	0
414.33	386.67	240	5.09030450955541
418.67	389.33	240	0
448	318	244	4.03209622901043
444.33	319.67	244	0
401	408	245	5.26772246801213
405.33	411	245	0
396.67	385.33	248	5.91082058601005
395	391	248	0
420.67	408.67	252	3.07065139669092
422.67	411	252	0
395.67	419.33	256	4.06995085965421
399	421.67	256	0
441.67	346	270	3.14925387988967
440	348.67	270	0
